age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
28,married,Associate Certification,Male,10,> 20 kms,Company Website,10,28-01-2016,02-05-2016,16,4,Lateral,No,4,No,Yes
41,divorced,Master Degree,Male,11,> 20 kms,Consultants,4,16-07-2015,30-10-2015,15,4,Vertical,Yes,17,Yes,Yes
33,divorced,Associate Certification,Male,17,<15 kms,Internal Referrals,5,16-03-2016,12-05-2016,78,8,Vertical,Yes,9,Yes,No
26,married,Associate Degree,Male,22,> 20 kms,Social Media,3,01-01-2016,17-02-2016,27,1,Vertical,Yes,2,Yes,No
41,married,Bachelor Degree,Male,12,<15 kms,Internal Referrals,5,15-04-2015,19-06-2015,29,8,Vertical,Yes,17,Yes,Yes
33,married,Associate Certification,Male,19,15-20 kms,Company Website,3,16-11-2015,16-02-2016,28,7,Lateral,No,9,No,No
39,married,Associate Degree,Male,30,<15 kms,Job Portals,6,26-07-2015,29-10-2015,70,5,Lateral,Yes,15,No,No
40,married,Associate Degree,Male,13,> 20 kms,Company Website,9,30-07-2015,15-11-2015,28,3,Lateral,Yes,13,No,Yes
31,married,Associate Degree,Male,22,15-20 kms,Social Media,9,10-06-2015,15-08-2015,25,5,Vertical,No,7,Yes,No
31,married,Associate Degree,Male,29,> 20 kms,Consultants,5,10-11-2015,06-01-2016,52,5,Vertical,No,7,Yes,No
34,married,Bachelor Degree,Male,24,> 20 kms,Social Media,3,07-11-2015,16-01-2016,88,5,Lateral,Yes,10,No,No
33,single,Associate Certification,Male,26,<15 kms,Social Media,3,06-03-2016,02-05-2016,61,6,Vertical,Yes,9,No,No
38,married,Master Degree,Male,13,15-20 kms,Job Portals,8,10-03-2016,09-05-2016,18,8,Vertical,No,14,Yes,Yes
40,married,Bachelor Degree,Male,14,15-20 kms,Job Portals,8,27-05-2015,03-09-2015,58,8,Lateral,No,16,No,No
45,single,Associate Certification,Male,25,15-20 kms,Company Website,6,16-03-2016,27-06-2016,52,8,Vertical,Yes,21,Yes,No
34,married,Bachelor Degree,Male,12,15-20 kms,Internal Referrals,4,20-11-2015,15-01-2016,26,8,Lateral,No,10,Yes,Yes
44,married,Master Degree,Male,24,<15 kms,Company Website,5,16-03-2016,07-07-2016,32,6,Lateral,Yes,20,No,No
28,married,Associate Degree,Male,29,15-20 kms,Consultants,3,31-07-2015,14-11-2015,28,4,Vertical,No,4,No,No
43,single,Associate Degree,Male,29,15-20 kms,Consultants,3,24-03-2015,13-06-2015,25,5,Vertical,No,19,No,No
35,married,Bachelor Degree,Male,30,> 20 kms,Social Media,8,13-09-2015,04-01-2016,66,3,Vertical,Yes,11,Yes,No
42,married,Master Degree,Male,11,<15 kms,Job Portals,6,27-01-2016,25-03-2016,25,3,Vertical,No,18,No,No
40,married,Associate Degree,Male,12,> 20 kms,Company Website,4,10-12-2015,02-02-2016,25,5,Vertical,No,16,No,Yes
36,single,Bachelor Degree,Male,13,> 20 kms,Internal Referrals,5,10-10-2015,07-02-2016,27,8,Vertical,No,12,Yes,Yes
40,married,Master Degree,Male,11,> 20 kms,Company Website,9,26-03-2015,06-07-2015,30,6,Vertical,Yes,16,Yes,Yes
36,divorced,Associate Certification,Male,13,15-20 kms,Internal Referrals,6,19-03-2015,24-05-2015,22,3,Vertical,Yes,8,No,Yes
43,married,Master Degree,Male,10,15-20 kms,Job Portals,7,19-03-2015,27-05-2015,15,8,Lateral,Yes,19,No,Yes
25,single,Associate Certification,Male,10,<15 kms,Company Website,3,22-11-2015,16-03-2016,27,2,Lateral,No,1,Yes,Yes
37,married,Associate Degree,Male,25,> 20 kms,Job Portals,3,03-03-2015,02-06-2015,47,4,Lateral,No,13,Yes,No
39,married,Associate Certification,Male,13,<15 kms,Job Portals,3,31-05-2015,07-09-2015,23,4,Lateral,Yes,15,No,Yes
34,married,Bachelor Degree,Male,27,15-20 kms,Consultants,6,28-03-2016,01-06-2016,75,3,Vertical,No,10,Yes,No
38,married,Associate Degree,Male,30,<15 kms,Internal Referrals,8,22-12-2015,09-03-2016,67,3,Vertical,No,14,No,No
40,married,Bachelor Degree,Male,10,15-20 kms,Job Portals,3,01-11-2015,22-12-2015,19,3,Lateral,Yes,13,Yes,Yes
30,married,Associate Degree,Male,11,> 20 kms,Consultants,8,15-11-2015,17-02-2016,30,5,Vertical,Yes,6,No,Yes
36,single,Associate Degree,Male,21,<15 kms,Company Website,3,26-03-2016,25-04-2016,32,8,Vertical,No,12,Yes,No
45,married,Associate Certification,Male,22,<15 kms,Job Portals,5,23-03-2015,12-07-2015,84,5,Lateral,No,21,No,No
30,married,Bachelor Degree,Male,13,15-20 kms,Company Website,3,28-03-2015,28-05-2015,19,5,Lateral,Yes,6,Yes,Yes
35,single,Associate Degree,Male,12,<15 kms,Company Website,3,30-03-2016,10-07-2016,24,3,Lateral,Yes,7,Yes,Yes
32,married,Associate Certification,Male,10,> 20 kms,Company Website,6,29-06-2015,29-08-2015,22,4,Lateral,Yes,8,Yes,Yes
36,married,Bachelor Degree,Male,11,<15 kms,Social Media,7,18-06-2015,15-10-2015,29,3,Vertical,No,8,No,Yes
40,married,Associate Degree,Male,10,> 20 kms,Company Website,9,10-09-2015,06-01-2016,27,8,Vertical,No,16,Yes,Yes
38,married,Master Degree,Male,22,> 20 kms,Consultants,9,20-11-2015,27-02-2016,28,3,Lateral,No,14,No,No
39,married,Associate Certification,Male,25,> 20 kms,Job Portals,6,25-03-2016,13-07-2016,58,7,Vertical,No,15,Yes,No
36,married,Associate Degree,Male,22,15-20 kms,Internal Referrals,8,23-07-2015,16-10-2015,67,3,Lateral,Yes,12,No,No
33,married,Bachelor Degree,Male,13,<15 kms,Company Website,6,18-03-2016,10-06-2016,18,3,Vertical,Yes,9,Yes,Yes
33,married,Associate Degree,Male,13,<15 kms,Job Portals,8,06-12-2015,06-03-2016,23,8,Lateral,Yes,9,Yes,Yes
32,single,Bachelor Degree,Male,14,> 20 kms,Social Media,9,01-11-2015,17-02-2016,18,5,Lateral,No,8,Yes,Yes
45,married,Associate Certification,Male,24,15-20 kms,Consultants,4,04-07-2015,05-09-2015,71,4,Lateral,No,21,No,No
27,married,Associate Degree,Male,20,<15 kms,Social Media,3,04-07-2015,07-08-2015,54,5,Lateral,No,6,No,No
41,married,Associate Degree,Male,24,15-20 kms,Job Portals,3,04-03-2016,27-05-2016,27,8,Vertical,Yes,17,Yes,No
39,married,Master Degree,Male,20,<15 kms,Internal Referrals,10,20-08-2015,28-09-2015,91,5,Lateral,No,15,No,No
42,married,Associate Certification,Male,21,> 20 kms,Company Website,3,25-08-2015,13-12-2015,58,8,Vertical,No,18,Yes,No
33,single,Bachelor Degree,Male,14,> 20 kms,Company Website,10,14-12-2015,25-03-2016,17,8,Lateral,Yes,9,No,Yes
41,married,Associate Degree,Male,28,> 20 kms,Consultants,7,22-04-2015,01-08-2015,71,7,Lateral,No,17,Yes,No
45,married,Associate Degree,Male,28,> 20 kms,Internal Referrals,6,24-03-2015,13-07-2015,84,3,Vertical,Yes,21,Yes,No
43,single,Bachelor Degree,Male,28,15-20 kms,Consultants,3,28-04-2015,16-08-2015,52,3,Lateral,Yes,19,No,No
41,divorced,Associate Certification,Male,11,<15 kms,Job Portals,4,09-06-2015,23-09-2015,20,3,Vertical,Yes,6,No,Yes
39,married,Master Degree,Male,29,<15 kms,Job Portals,3,28-08-2015,30-11-2015,41,8,Lateral,Yes,15,Yes,No
28,married,Associate Certification,Male,27,> 20 kms,Social Media,3,18-06-2015,22-07-2015,88,5,Lateral,No,4,Yes,No
27,married,Associate Degree,Male,25,> 20 kms,Consultants,3,27-05-2015,02-09-2015,71,5,Lateral,No,6,No,No
33,married,Associate Certification,Male,10,> 20 kms,Consultants,3,23-11-2015,26-01-2016,30,4,Lateral,No,9,Yes,Yes
28,married,Associate Certification,Male,13,15-20 kms,Social Media,6,20-07-2015,31-10-2015,70,4,Vertical,Yes,4,Yes,No
28,single,Associate Certification,Male,12,<15 kms,Consultants,9,07-01-2016,06-04-2016,19,5,Vertical,No,4,No,Yes
35,married,Associate Degree,Male,21,> 20 kms,Internal Referrals,3,13-03-2016,18-05-2016,58,8,Lateral,Yes,11,Yes,No
31,married,Bachelor Degree,Male,11,<15 kms,Job Portals,3,19-07-2015,20-10-2015,16,5,Lateral,Yes,7,No,Yes
40,married,Bachelor Degree,Male,22,<15 kms,Consultants,8,13-05-2015,14-07-2015,28,4,Vertical,No,16,No,No
32,married,Associate Certification,Male,27,> 20 kms,Internal Referrals,3,10-05-2015,15-07-2015,49,4,Lateral,No,8,Yes,No
43,married,Associate Certification,Male,30,15-20 kms,Social Media,5,15-08-2015,28-10-2015,53,6,Vertical,Yes,19,Yes,No
25,married,Associate Degree,Male,13,15-20 kms,Company Website,3,05-07-2015,17-10-2015,28,2,Lateral,Yes,1,No,Yes
25,married,Bachelor Degree,Male,14,15-20 kms,Job Portals,3,24-09-2015,18-12-2015,16,2,Vertical,Yes,1,Yes,Yes
36,married,Master Degree,Male,12,15-20 kms,Company Website,5,20-10-2015,31-01-2016,19,7,Lateral,Yes,12,Yes,Yes
42,married,Associate Certification,Male,11,> 20 kms,Job Portals,5,20-05-2015,21-07-2015,26,7,Lateral,Yes,18,Yes,Yes
27,single,Associate Degree,Male,11,15-20 kms,Consultants,3,30-12-2015,23-03-2016,15,4,Vertical,Yes,3,No,Yes
30,married,Associate Certification,Male,10,> 20 kms,Internal Referrals,6,24-09-2015,30-12-2015,26,5,Lateral,Yes,6,No,Yes
43,single,Master Degree,Male,27,> 20 kms,Company Website,5,06-08-2015,17-09-2015,41,6,Lateral,No,19,No,No
41,married,Master Degree,Male,24,15-20 kms,Social Media,5,31-08-2015,19-12-2015,34,3,Vertical,No,17,No,No
43,single,Associate Degree,Male,22,15-20 kms,Job Portals,5,09-02-2016,02-05-2016,75,8,Vertical,Yes,19,No,No
30,married,Associate Degree,Male,30,15-20 kms,Job Portals,3,04-05-2015,06-08-2015,32,4,Vertical,Yes,6,Yes,No
28,divorced,Associate Degree,Male,13,<15 kms,Job Portals,10,12-07-2015,23-10-2015,23,4,Vertical,Yes,4,No,Yes
36,single,Associate Degree,Male,24,15-20 kms,Consultants,7,30-05-2015,15-09-2015,28,7,Lateral,No,12,No,No
40,married,Bachelor Degree,Male,26,> 20 kms,Company Website,6,06-03-2015,14-05-2015,26,4,Lateral,No,16,Yes,No
29,married,Associate Degree,Male,10,<15 kms,Company Website,4,06-03-2016,10-05-2016,22,3,Vertical,No,5,No,Yes
46,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,3,29-08-2015,06-11-2015,19,8,Lateral,No,22,No,Yes
36,married,Master Degree,Male,14,> 20 kms,Company Website,5,14-10-2015,16-01-2016,24,5,Vertical,Yes,12,No,Yes
46,single,Bachelor Degree,Male,26,> 20 kms,Internal Referrals,9,23-08-2015,01-12-2015,88,5,Lateral,Yes,22,No,No
39,married,Associate Certification,Male,25,<15 kms,Social Media,10,14-12-2015,15-02-2016,52,7,Lateral,No,15,No,No
43,married,Bachelor Degree,Male,12,15-20 kms,Consultants,6,31-03-2016,28-07-2016,18,7,Vertical,No,19,No,Yes
37,married,Associate Degree,Male,13,> 20 kms,Internal Referrals,5,23-06-2015,13-09-2015,23,8,Vertical,Yes,13,No,Yes
44,married,Associate Certification,Male,21,<15 kms,Consultants,10,19-09-2015,29-12-2015,25,7,Lateral,Yes,20,No,No
35,married,Associate Certification,Male,11,<15 kms,Internal Referrals,10,28-07-2015,31-10-2015,27,3,Lateral,No,7,No,Yes
41,married,Master Degree,Male,25,<15 kms,Company Website,3,26-03-2016,01-05-2016,44,4,Vertical,Yes,17,No,No
38,married,Bachelor Degree,Male,27,15-20 kms,Social Media,8,10-04-2015,06-07-2015,70,5,Lateral,No,14,Yes,No
42,married,Associate Certification,Male,30,<15 kms,Job Portals,3,13-11-2015,11-01-2016,95,7,Vertical,No,18,No,No
31,divorced,Associate Certification,Male,28,> 20 kms,Social Media,8,18-08-2015,17-09-2015,30,4,Lateral,Yes,7,No,No
39,married,Associate Certification,Male,10,<15 kms,Company Website,10,24-07-2015,15-11-2015,26,4,Lateral,Yes,9,No,Yes
44,married,Bachelor Degree,Male,29,15-20 kms,Job Portals,6,24-04-2015,16-06-2015,35,4,Vertical,Yes,20,Yes,No
31,married,Associate Degree,Male,30,<15 kms,Company Website,6,13-07-2015,06-09-2015,36,4,Vertical,Yes,7,Yes,No
40,married,Bachelor Degree,Male,27,15-20 kms,Company Website,4,16-01-2016,24-03-2016,56,7,Vertical,Yes,16,Yes,No
43,married,Associate Certification,Male,11,15-20 kms,Social Media,8,26-04-2015,01-08-2015,19,5,Lateral,Yes,19,No,Yes
40,married,Associate Degree,Male,27,<15 kms,Job Portals,7,11-03-2016,19-05-2016,33,4,Vertical,Yes,16,No,No
38,married,Associate Certification,Male,28,> 20 kms,Consultants,6,05-06-2015,03-10-2015,74,8,Vertical,Yes,14,No,No
26,married,Associate Degree,Male,30,15-20 kms,Internal Referrals,10,10-05-2015,24-07-2015,77,1,Vertical,No,2,No,No
29,married,Associate Degree,Male,14,<15 kms,Company Website,9,04-10-2015,26-01-2016,19,3,Lateral,No,5,Yes,Yes
31,single,Associate Certification,Male,26,15-20 kms,Social Media,5,17-04-2015,19-07-2015,81,5,Lateral,Yes,7,Yes,No
30,married,Associate Degree,Male,10,<15 kms,Social Media,8,28-09-2015,22-01-2016,19,3,Vertical,Yes,6,Yes,Yes
44,divorced,Associate Certification,Male,25,<15 kms,Consultants,3,31-03-2015,01-07-2015,94,8,Lateral,No,20,No,No
41,married,Associate Certification,Male,30,<15 kms,Job Portals,3,07-05-2015,20-07-2015,45,7,Lateral,No,17,No,No
43,divorced,Bachelor Degree,Male,11,15-20 kms,Consultants,8,03-02-2016,01-04-2016,24,6,Lateral,Yes,19,Yes,Yes
46,married,Associate Degree,Male,12,<15 kms,Job Portals,3,15-04-2015,03-08-2015,30,6,Vertical,Yes,22,Yes,Yes
25,married,Associate Certification,Male,23,> 20 kms,Job Portals,6,13-12-2015,11-04-2016,39,1,Lateral,No,1,No,No
44,single,Associate Degree,Male,23,> 20 kms,Consultants,8,16-09-2015,02-11-2015,25,7,Vertical,Yes,20,No,No
36,married,Associate Certification,Male,11,15-20 kms,Company Website,6,27-04-2015,23-06-2015,16,3,Lateral,No,8,No,Yes
37,married,Associate Certification,Male,24,> 20 kms,Job Portals,7,19-03-2016,29-05-2016,27,6,Lateral,Yes,13,Yes,No
38,married,Associate Certification,Male,23,15-20 kms,Social Media,6,21-02-2016,31-05-2016,27,3,Vertical,Yes,14,No,No
25,single,Associate Certification,Male,20,15-20 kms,Company Website,3,29-06-2015,04-08-2015,34,1,Lateral,No,1,Yes,No
28,married,Associate Degree,Male,12,15-20 kms,Internal Referrals,8,25-06-2015,22-08-2015,20,5,Vertical,No,4,Yes,Yes
32,single,Associate Degree,Male,12,15-20 kms,Internal Referrals,3,22-04-2015,12-07-2015,19,7,Lateral,Yes,8,Yes,Yes
45,married,Master Degree,Male,26,> 20 kms,Consultants,4,28-05-2015,31-07-2015,88,5,Vertical,No,21,No,No
26,married,Bachelor Degree,Male,12,> 20 kms,Consultants,3,16-08-2015,15-10-2015,22,1,Lateral,No,2,Yes,Yes
27,married,Associate Degree,Male,12,> 20 kms,Job Portals,10,13-07-2015,02-11-2015,20,4,Lateral,Yes,3,No,Yes
39,married,Bachelor Degree,Male,12,<15 kms,Consultants,9,05-01-2016,01-04-2016,22,7,Lateral,Yes,15,Yes,Yes
36,married,Master Degree,Male,12,<15 kms,Social Media,10,04-04-2015,10-07-2015,30,3,Lateral,No,8,Yes,Yes
30,married,Associate Certification,Male,11,<15 kms,Company Website,4,22-12-2015,28-03-2016,26,3,Vertical,Yes,6,No,Yes
26,single,Associate Certification,Male,13,<15 kms,Internal Referrals,10,09-09-2015,08-12-2015,18,1,Vertical,Yes,2,Yes,Yes
42,married,Associate Certification,Male,20,> 20 kms,Company Website,3,27-05-2015,16-07-2015,38,4,Lateral,Yes,18,Yes,No
29,married,Associate Degree,Male,23,<15 kms,Internal Referrals,4,12-06-2015,17-07-2015,94,3,Vertical,Yes,5,Yes,No
40,married,Master Degree,Male,30,<15 kms,Job Portals,5,03-05-2015,16-07-2015,93,5,Vertical,Yes,16,Yes,No
37,married,Associate Degree,Male,27,<15 kms,Social Media,6,25-08-2015,02-11-2015,53,4,Vertical,Yes,13,No,No
39,married,Master Degree,Male,11,15-20 kms,Internal Referrals,3,18-03-2015,30-05-2015,24,8,Vertical,Yes,15,Yes,Yes
39,divorced,Associate Degree,Male,11,> 20 kms,Job Portals,3,01-02-2016,26-03-2016,21,3,Vertical,No,12,Yes,Yes
31,divorced,Associate Certification,Male,27,> 20 kms,Company Website,9,07-03-2015,02-07-2015,78,5,Lateral,No,7,Yes,No
37,married,Master Degree,Male,22,> 20 kms,Internal Referrals,7,25-11-2015,27-01-2016,68,4,Vertical,No,13,No,No
28,married,Associate Certification,Male,13,> 20 kms,Job Portals,9,28-08-2015,21-11-2015,17,5,Lateral,Yes,4,Yes,Yes
45,married,Master Degree,Male,24,15-20 kms,Social Media,9,14-01-2016,29-04-2016,47,5,Lateral,No,21,No,No
32,married,Associate Degree,Male,27,15-20 kms,Company Website,3,18-08-2015,18-09-2015,37,5,Lateral,Yes,8,Yes,No
34,married,Associate Degree,Male,14,15-20 kms,Social Media,9,14-10-2015,15-12-2015,29,5,Lateral,Yes,10,No,Yes
44,single,Bachelor Degree,Male,27,> 20 kms,Consultants,10,01-05-2015,28-07-2015,76,5,Vertical,Yes,20,No,No
42,single,Bachelor Degree,Male,13,15-20 kms,Company Website,3,18-03-2016,19-06-2016,26,4,Vertical,Yes,12,Yes,Yes
25,divorced,Associate Certification,Male,13,> 20 kms,Job Portals,7,02-08-2015,29-11-2015,29,1,Vertical,No,1,Yes,Yes
42,married,Associate Degree,Male,21,<15 kms,Company Website,3,25-02-2016,31-05-2016,75,8,Vertical,Yes,18,No,No
46,married,Associate Degree,Male,24,<15 kms,Company Website,10,02-03-2016,08-04-2016,27,6,Vertical,Yes,22,Yes,No
25,married,Associate Certification,Male,28,15-20 kms,Company Website,3,18-03-2015,09-07-2015,49,2,Lateral,No,2,No,No
27,married,Associate Degree,Male,23,> 20 kms,Consultants,3,03-05-2015,28-07-2015,30,5,Lateral,No,6,No,No
26,married,Bachelor Degree,Male,11,<15 kms,Job Portals,5,08-03-2016,25-06-2016,28,2,Vertical,Yes,2,No,Yes
36,single,Master Degree,Male,27,> 20 kms,Consultants,6,21-03-2015,25-04-2015,52,5,Vertical,No,12,No,No
26,married,Associate Degree,Male,27,<15 kms,Internal Referrals,3,26-01-2016,17-03-2016,94,1,Vertical,Yes,2,Yes,No
33,married,Master Degree,Male,14,> 20 kms,Job Portals,3,21-03-2016,13-06-2016,28,4,Vertical,Yes,9,No,Yes
39,married,Bachelor Degree,Male,13,15-20 kms,Job Portals,3,25-10-2015,14-02-2016,15,4,Vertical,Yes,9,No,Yes
31,divorced,Associate Degree,Male,13,<15 kms,Company Website,10,27-03-2016,20-06-2016,30,4,Lateral,Yes,7,No,Yes
41,married,Associate Degree,Male,20,> 20 kms,Job Portals,4,20-04-2015,08-08-2015,94,5,Vertical,Yes,17,No,No
38,married,Associate Certification,Male,20,<15 kms,Consultants,9,11-07-2015,28-08-2015,77,8,Vertical,No,14,No,No
28,married,Associate Certification,Male,12,15-20 kms,Internal Referrals,3,25-09-2015,13-01-2016,23,3,Vertical,Yes,4,Yes,Yes
27,married,Associate Degree,Male,10,<15 kms,Social Media,5,21-03-2015,20-06-2015,22,5,Vertical,No,3,Yes,Yes
28,married,Associate Certification,Male,27,<15 kms,Social Media,3,23-06-2015,03-09-2015,81,4,Lateral,Yes,4,Yes,No
30,divorced,Associate Degree,Male,13,<15 kms,Social Media,3,22-06-2015,15-10-2015,30,3,Lateral,No,6,Yes,Yes
25,divorced,Associate Certification,Male,25,> 20 kms,Company Website,4,09-10-2015,26-01-2016,83,2,Lateral,Yes,2,No,No
39,married,Associate Certification,Male,10,> 20 kms,Company Website,3,16-11-2015,27-02-2016,21,3,Lateral,Yes,12,Yes,Yes
38,married,Associate Degree,Male,22,<15 kms,Company Website,4,12-04-2015,16-07-2015,33,6,Lateral,No,14,Yes,No
30,married,Bachelor Degree,Male,12,> 20 kms,Social Media,9,10-02-2016,09-05-2016,16,3,Vertical,No,6,No,Yes
39,married,Associate Degree,Male,11,<15 kms,Job Portals,3,24-08-2015,19-11-2015,15,6,Vertical,No,15,Yes,Yes
27,married,Associate Certification,Male,26,15-20 kms,Internal Referrals,4,21-07-2015,02-10-2015,52,5,Vertical,Yes,6,Yes,No
39,married,Associate Degree,Male,13,15-20 kms,Consultants,10,28-09-2015,24-12-2015,29,3,Vertical,No,12,No,Yes
40,married,Master Degree,Male,27,> 20 kms,Consultants,8,15-06-2015,01-09-2015,62,3,Lateral,Yes,16,No,No
42,married,Associate Degree,Male,30,> 20 kms,Company Website,6,12-06-2015,25-08-2015,73,7,Lateral,Yes,18,Yes,No
41,divorced,Bachelor Degree,Male,11,15-20 kms,Internal Referrals,4,12-11-2015,07-01-2016,26,3,Vertical,Yes,6,No,Yes
27,single,Associate Degree,Male,30,<15 kms,Consultants,5,25-10-2015,20-01-2016,79,3,Lateral,Yes,3,Yes,No
34,single,Bachelor Degree,Male,12,> 20 kms,Company Website,9,29-07-2015,23-10-2015,18,7,Lateral,No,10,Yes,Yes
29,married,Associate Degree,Male,14,15-20 kms,Social Media,3,20-10-2015,25-01-2016,18,4,Lateral,No,5,Yes,Yes
44,married,Bachelor Degree,Male,22,<15 kms,Internal Referrals,3,01-05-2015,31-05-2015,95,5,Vertical,Yes,20,Yes,No
32,married,Associate Certification,Male,28,<15 kms,Company Website,6,03-01-2016,18-03-2016,79,3,Lateral,Yes,8,Yes,No
43,divorced,Associate Degree,Male,22,> 20 kms,Consultants,4,13-08-2015,24-09-2015,86,5,Vertical,No,19,Yes,No
26,married,Associate Degree,Male,13,> 20 kms,Consultants,3,13-09-2015,19-11-2015,16,1,Lateral,Yes,2,No,Yes
31,married,Associate Certification,Male,30,15-20 kms,Company Website,3,25-03-2016,16-07-2016,79,5,Lateral,Yes,7,Yes,No
43,married,Master Degree,Male,13,15-20 kms,Social Media,9,04-02-2016,29-05-2016,22,7,Vertical,No,19,Yes,Yes
42,married,Bachelor Degree,Male,26,> 20 kms,Consultants,6,16-08-2015,30-09-2015,52,4,Lateral,Yes,18,Yes,No
35,married,Associate Certification,Male,24,<15 kms,Social Media,10,22-03-2016,30-06-2016,93,5,Vertical,No,11,Yes,No
27,married,Associate Degree,Male,21,> 20 kms,Job Portals,5,11-03-2015,16-04-2015,92,5,Vertical,No,6,No,No
29,married,Bachelor Degree,Male,30,<15 kms,Internal Referrals,8,30-01-2016,26-05-2016,77,3,Lateral,No,5,Yes,No
32,married,Associate Degree,Male,10,<15 kms,Job Portals,8,15-05-2015,24-08-2015,20,8,Lateral,Yes,8,Yes,Yes
44,single,Associate Degree,Male,21,> 20 kms,Social Media,3,24-01-2016,27-03-2016,32,7,Vertical,No,20,Yes,No
41,married,Associate Degree,Male,22,<15 kms,Consultants,3,18-12-2015,01-03-2016,34,6,Lateral,No,17,Yes,No
41,single,Associate Degree,Male,25,15-20 kms,Job Portals,5,28-08-2015,14-12-2015,25,8,Lateral,No,17,Yes,No
38,married,Master Degree,Male,10,> 20 kms,Consultants,6,07-03-2016,04-05-2016,19,4,Lateral,No,8,Yes,Yes
38,married,Bachelor Degree,Male,13,<15 kms,Social Media,3,24-11-2015,20-02-2016,28,4,Vertical,Yes,14,Yes,Yes
29,married,Associate Certification,Male,10,> 20 kms,Company Website,10,04-09-2015,11-12-2015,27,4,Vertical,Yes,5,No,Yes
35,married,Master Degree,Male,28,> 20 kms,Social Media,5,04-07-2015,03-08-2015,26,4,Lateral,Yes,11,Yes,No
42,married,Bachelor Degree,Male,13,> 20 kms,Consultants,6,26-07-2015,22-11-2015,22,3,Lateral,Yes,7,Yes,Yes
39,married,Bachelor Degree,Male,11,<15 kms,Internal Referrals,5,26-10-2015,24-01-2016,17,6,Lateral,No,15,Yes,Yes
